dataset,c_split,model,property,value,results_hits_at_10,results_hits_at_5,results_hits_at_3,results_hits_at_1,results_inverse_harmonic_mean_rank,results_arithmetic_mean_rank,results_min_hits_at_10,results_min_hits_at_5,results_min_hits_at_3,results_min_hits_at_1,results_min_arithmetic_mean_rank,results_min_inverse_harmonic_mean_rank,training_cpu_energy,training_gpu_energy,training_ram_energy,training_duration,prediction_cpu_energy,prediction_gpu_energy,prediction_ram_energy,prediction_duration,evaluation_cpu_energy,evaluation_gpu_energy,evaluation_ram_energy,evaluation_duration,evaluation_min_cpu_energy,evaluation_min_gpu_energy,evaluation_min_ram_energy,evaluation_min_duration,directed,information_loss,original_average_pagerank,original_average_degree,original_average_betweenness,original_average_harmonic_centrality,average_harmonic_centrality,average_betweenness,average_pagerank,n_relationships,order,size,density,diameter,transitivity_undirected,connected_components_weak,connected_components_weak_relative_nodes,connected_components_weak_relative_arcs,girth,vertex_connectivity,edge_connectivity,clique_number,average_degree,max_degree,degree_deciles,average_indegree,indegree_deciles,average_outdegree,outdegree_deciles,radius,average_path_length,assortativity_degree,mean_eccentricity,min_eccentricity,max_eccentricity,eccentricity_deciles,centralization,motifs_randesu_no,num_farthest_points,mincut_value,len_feedback_arc_set,mean_authority_score,min_authority_score,max_authority_score,mean_hub_score,min_hub_score,max_hub_score,min_closeness,max_closeness,mean_closeness,min_constraint,max_constraint,mean_constraint,max_coreness,min_coreness,mean_coreness,max_strength,min_strength,mean_strength,entropy
WN18,0,TransE,degree,-0.1,0.8791441136671178,0.858888700947226,0.829414749661705,0.3094130581867388,0.5723010897636414,339.786376953125,0.7127764612954186,0.696583728278041,0.6768364928909952,0.27804107424960506,4207.73779296875,0.47893872857093805,0.09742153327167034,0.08229034666533153,0.0006754631049327145,3117.4852142333984,0.09742153327167034,0.08229034666533153,0.0006754631049327145,0.08329486846923828,0.09742153327167034,0.08229034666533153,0.0006754631049327145,6.077934265136719,0.09742153327167034,0.08229034666533153,0.0006754631049327145,5.2759199142456055,True,0.9103682548714028,2.442419949686149e-05,5.9088488874777125,135528.18369440423,0.13795118141000373,0.1427673004607556,233911.08406126942,3.075787401574803e-05,18,32512,105981,0.00010026607136240018,22,0.011066218024502097,3,0.9997846948818898,0.9998773365037129,3,0,0,4,6.519500492125984,841,"[1.0, 3.0, 3.0, 4.0, 4.0, 4.0, 5.0, 6.0, 7.0, 10.0, 841.0]",3.259750246062992,"[0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 5.0, 466.0]",3.259750246062992,"[0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 5.0, 375.0]",0,8.362160409222318,-0.08139716947410448,16.375768946850393,0.0,22.0,"[0.0, 15.0, 16.0, 16.0, 16.0, 16.0, 17.0, 17.0, 17.0, 18.0, 22.0]",0.007835341312434182,1146077,3,0.0,45159,7.922317287262282e-05,0.0,1.0,0.011995097257369247,0.0,1.0,0.08901084155555374,1.0,0.136713015119945,0.002246631819602099,1.125,0.4148774906077856,7,1,3.78414124015748,841.0,1.0,6.519500492125984,3.01406878680318
WN18,0,TransE,degree,0.1,0.8417023882424984,0.8259848948765054,0.7985303123086344,0.41406409471320677,0.6056362986564636,2985.923828125,0.7544431279620853,0.73923775671406,0.7126777251184834,0.3459715639810427,4838.2900390625,0.5287562608718872,0.04527229431271553,0.036742884116563346,0.0003050692722351225,1448.7131848335266,0.04527229431271553,0.036742884116563346,0.0003050692722351225,0.1181039810180664,0.04527229431271553,0.036742884116563346,0.0003050692722351225,3.9701480865478516,0.04527229431271553,0.036742884116563346,0.0003050692722351225,4.055612564086914,True,0.5318950144013709,2.442419949686149e-05,5.9088488874777125,135528.18369440423,0.13795118141000373,0.0031754310430849287,1569.7851642129106,3.775009437523594e-05,18,26490,38960,5.552280859448043e-05,131,0.05069426250982447,4366,0.3080785201963005,0.37425564681724843,3,0,0,4,2.9414873537183843,9,"[1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0, 5.0, 9.0]",1.4707436768591922,"[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 3.0, 6.0]",1.4707436768591922,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 3.0, 6.0]",0,34.23915245119472,-0.006081746968498247,8.44888637221593,0.0,131.0,"[0.0, 1.0, 1.0, 1.0, 2.0, 3.0, 4.0, 5.0, 8.0, 17.0, 131.0]",0.0001754982901906842,29504,3,0.0,15523,0.00019973868353250317,0.0,1.0,0.0002379944186019174,0.0,1.0,0.015090431630728261,1.0,0.4239098493813906,0.0,1.3888888888888886,0.7392890715082653,4,1,2.0115515288788224,9.0,1.0,2.9414873537183843,2.6747148535582492
WN18,0,TransE,degree,-0.15,0.8791441136671178,0.858888700947226,0.829414749661705,0.3094130581867388,0.5723010897636414,339.786376953125,0.7127764612954186,0.696583728278041,0.6768364928909952,0.27804107424960506,4207.73779296875,0.47893872857093805,0.0981466035693884,0.0892508244561725,0.0006792701991683524,3140.6921770572662,0.0981466035693884,0.0892508244561725,0.0006792701991683524,0.08529472351074219,0.0981466035693884,0.0892508244561725,0.0006792701991683524,6.171261310577393,0.0981466035693884,0.0892508244561725,0.0006792701991683524,5.275098562240601,True,0.9103682548714028,2.442419949686149e-05,5.9088488874777125,135528.18369440423,0.13795118141000373,0.1427673004607556,233911.08406126942,3.075787401574803e-05,18,32512,105981,0.00010026607136240018,22,0.011066218024502097,3,0.9997846948818898,0.9998773365037129,3,0,0,4,6.519500492125984,841,"[1.0, 3.0, 3.0, 4.0, 4.0, 4.0, 5.0, 6.0, 7.0, 10.0, 841.0]",3.259750246062992,"[0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 5.0, 466.0]",3.259750246062992,"[0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 5.0, 375.0]",0,8.362160409222318,-0.08139716947410448,16.375768946850393,0.0,22.0,"[0.0, 15.0, 16.0, 16.0, 16.0, 16.0, 17.0, 17.0, 17.0, 18.0, 22.0]",0.007835341312434182,1146077,3,0.0,45159,7.922317287262282e-05,0.0,1.0,0.011995097257369247,0.0,1.0,0.08901084155555374,1.0,0.136713015119945,0.002246631819602099,1.125,0.4148774906077856,7,1,3.78414124015748,841.0,1.0,6.519500492125984,3.01406878680318
WN18,0,TransE,degree,-0.2,0.8791441136671178,0.858888700947226,0.829414749661705,0.3094130581867388,0.5723010897636414,339.786376953125,0.7127764612954186,0.696583728278041,0.6768364928909952,0.27804107424960506,4207.73779296875,0.47893872857093805,0.10559432769566775,0.08856998502267288,0.0007226406272918686,3379.0199842453003,0.10559432769566775,0.08856998502267288,0.0007226406272918686,0.11579656600952148,0.10559432769566775,0.08856998502267288,0.0007226406272918686,6.377839803695679,0.10559432769566775,0.08856998502267288,0.0007226406272918686,5.31708288192749,True,0.9103682548714028,2.442419949686149e-05,5.9088488874777125,135528.18369440423,0.13795118141000373,0.1427673004607556,233911.08406126942,3.075787401574803e-05,18,32512,105981,0.00010026607136240018,22,0.011066218024502097,3,0.9997846948818898,0.9998773365037129,3,0,0,4,6.519500492125984,841,"[1.0, 3.0, 3.0, 4.0, 4.0, 4.0, 5.0, 6.0, 7.0, 10.0, 841.0]",3.259750246062992,"[0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 5.0, 466.0]",3.259750246062992,"[0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 5.0, 375.0]",0,8.362160409222318,-0.08139716947410448,16.375768946850393,0.0,22.0,"[0.0, 15.0, 16.0, 16.0, 16.0, 16.0, 17.0, 17.0, 17.0, 18.0, 22.0]",0.007835341312434182,1146077,3,0.0,45159,7.922317287262282e-05,0.0,1.0,0.011995097257369247,0.0,1.0,0.08901084155555374,1.0,0.136713015119945,0.002246631819602099,1.125,0.4148774906077856,7,1,3.78414124015748,841.0,1.0,6.519500492125984,3.01406878680318
WN18,0,TransE,harmonic_centrality,0.01,0.8524859119766032,0.832192025108781,0.8038733147870747,0.367144589485698,0.5891567468643188,572.9049072265625,0.8640449438202247,0.8451544943820225,0.8137640449438203,0.3492977528089888,424.3536376953125,0.5841754078865051,0.1141840267330408,0.09553329087100337,0.0007903660586827523,3653.8854517936707,0.1141840267330408,0.09553329087100337,0.0007903660586827523,0.11357235908508301,0.1141840267330408,0.09553329087100337,0.0007903660586827523,7.4875781536102295,0.1141840267330408,0.09553329087100337,0.0007903660586827523,5.795525789260864,True,0.9681428435082363,2.442419949686149e-05,5.9088488874777125,135528.18369440423,0.13795118141000373,0.11780836229107218,326660.66441984824,2.4872528292500934e-05,18,40205,113929,7.048309312099141e-05,26,0.010377355870828716,52,0.9971396592463624,0.9989291576332628,3,0,0,4,5.667404551672678,906,"[1.0, 2.0, 2.0, 3.0, 4.0, 4.0, 4.0, 5.0, 7.0, 10.0, 906.0]",2.833702275836339,"[0.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0, 516.0]",2.833702275836339,"[0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0, 390.0]",0,10.090303857008568,-0.07095937440974842,18.588906852381545,0.0,26.0,"[0.0, 17.0, 18.0, 18.0, 18.0, 19.0, 19.0, 19.0, 20.0, 21.0, 26.0]",0.00788204625834791,1072859,3,0.0,47382,5.717823766526147e-05,0.0,1.0,0.010805247293895518,0.0,1.0,0.06833441573384198,1.0,0.11539416881523602,0.002051566939071862,1.2569444444444442,0.5162985687734837,7,1,3.256858599676657,906.0,1.0,5.667404551672678,2.911310028254164
WN18,0,TransE,harmonic_centrality,0.03,0.8533503797849139,0.8316537564864255,0.80442957057983,0.3888847108370309,0.5998659729957581,693.35107421875,0.8657303370786517,0.8447331460674158,0.8156601123595506,0.3678370786516854,584.4652709960938,0.5936819911003113,0.10327727299928666,0.06594024969649581,0.0007230112002279657,3304.870272874832,0.10327727299928666,0.06594024969649581,0.0007230112002279657,0.08109521865844727,0.10327727299928666,0.06594024969649581,0.0007230112002279657,6.892928838729858,0.10327727299928666,0.06594024969649581,0.0007230112002279657,5.775344371795654,True,0.9356620334779968,2.442419949686149e-05,5.9088488874777125,135528.18369440423,0.13795118141000373,0.11010342567824248,341940.04280939884,2.5512156542592544e-05,18,39197,107678,7.008618206432494e-05,30,0.011492423976402837,91,0.9944128377171723,0.9977804193985772,3,0,0,4,5.49419598438656,906,"[1.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0, 5.0, 7.0, 9.0, 906.0]",2.74709799219328,"[0.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0, 516.0]",2.74709799219328,"[0.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0, 390.0]",0,10.957503539660356,-0.06157894277685821,19.821389392045308,0.0,30.0,"[0.0, 18.0, 19.0, 19.0, 20.0, 20.0, 20.0, 21.0, 21.0, 23.0, 30.0]",0.008344121941201548,904314,3,0.0,44640,5.804577047947387e-05,0.0,1.0,0.011070134082214777,9.613640978244703e-18,1.0,0.06010183249141116,1.0,0.1103535773616858,0.002051566939071862,1.125,0.5283148402636878,7,1,3.186264254917468,906.0,1.0,5.49419598438656,2.915179793411348
WN18,0,TransE,harmonic_centrality,-0.05,0.8560798299156437,0.8364309718126329,0.8084493518963034,0.3246347987106509,0.5697699189186096,518.0427856445312,0.8665730337078652,0.8462078651685393,0.8164325842696629,0.3291432584269663,388.322021484375,0.5750606656074524,0.10878970129042864,0.09835568368448833,0.0007380776084710924,3481.273607969284,0.10878970129042864,0.09835568368448833,0.0007380776084710924,0.08596944808959961,0.10878970129042864,0.09835568368448833,0.0007380776084710924,6.887333393096924,0.10878970129042864,0.09835568368448833,0.0007380776084710924,5.727625846862793,True,0.9671797207839965,2.442419949686149e-05,5.9088488874777125,135528.18369440423,0.13795118141000373,0.1414872046262164,265661.8566653807,2.571024553284484e-05,18,38895,116626,7.70937187101754e-05,20,0.008829561106670974,1,1.0,1.0,3,0,0,4,5.996966191027124,906,"[1.0, 2.0, 3.0, 3.0, 4.0, 4.0, 5.0, 6.0, 7.0, 10.0, 906.0]",2.998483095513562,"[0.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 3.0, 4.0, 5.0, 516.0]",2.998483095513562,"[0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0, 390.0]",0,8.394475659208304,-0.08312088384583557,15.43769121995115,0.0,20.0,"[0.0, 14.0, 15.0, 15.0, 15.0, 15.0, 16.0, 16.0, 16.0, 17.0, 20.0]",0.007691526927994694,1461521,3,0.0,48710,6.251846214493674e-05,0.0,1.0,0.011221454816553839,0.0,0.9999999999999999,0.10948068873694966,0.21115206922947463,0.1356618066790321,0.002051566939071862,1.0987654320987654,0.49280634363386683,7,1,3.421673736984188,906.0,1.0,5.996966191027124,2.975992938214838
WN18,0,TransE,harmonic_centrality,0.05,0.8506594259115593,0.8295836565813292,0.8000172398931127,0.38134643565209897,0.5941203236579895,931.2074584960938,0.8622191011235955,0.8436095505617978,0.8110252808988764,0.35084269662921347,863.3811645507812,0.5834140181541443,0.1085871949121356,0.09166409277568732,0.0007559459699950182,3474.792004108429,0.1085871949121356,0.09166409277568732,0.0007559459699950182,0.1211237907409668,0.1085871949121356,0.09166409277568732,0.0007559459699950182,6.752540349960327,0.1085871949121356,0.09166409277568732,0.0007559459699950182,6.050926446914673,True,0.8734660577089046,2.442419949686149e-05,5.9088488874777125,135528.18369440423,0.13795118141000373,0.09518489627348856,356084.52385501255,2.653505280475508e-05,18,37686,94343,6.642952067822764e-05,35,0.018221221936494218,196,0.9865201931751845,0.9940536128806589,3,0,0,4,5.006792973518017,437,"[1.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0, 5.0, 6.0, 9.0, 437.0]",2.5033964867590086,"[0.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 3.0, 3.0, 5.0, 254.0]",2.5033964867590086,"[0.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 183.0]",0,12.50165647869283,-0.06875070820127487,22.298731624475934,0.0,35.0,"[0.0, 21.0, 22.0, 22.0, 23.0, 23.0, 24.0, 24.0, 25.0, 26.0, 35.0]",0.0045657505412697065,461744,3,0.0,38767,7.747395496094803e-05,0.0,1.0,0.005763018162852393,0.0,1.0,0.05388142810350475,1.0,0.10336521806770796,0.004204870947640702,1.1501234567901233,0.5649011700028175,7,1,2.9795945443931435,437.0,1.0,5.006792973518017,2.858303132032268
WN18,0,TransE,harmonic_centrality,-0.1,0.8626801152737752,0.8438040345821326,0.8161023054755043,0.32485590778097984,0.5736411213874817,466.9960021972656,0.8657303370786517,0.8469101123595506,0.8180477528089888,0.33792134831460674,394.69140625,0.5802375078201294,0.10320784606784582,0.09717992385499485,0.0007071745804041443,3302.6517515182495,0.10320784606784582,0.09717992385499485,0.0007071745804041443,0.09592509269714355,0.10320784606784582,0.09717992385499485,0.0007071745804041443,6.60777473449707,0.10320784606784582,0.09717992385499485,0.0007071745804041443,5.610406398773193,True,0.9331644258667552,2.442419949686149e-05,5.9088488874777125,135528.18369440423,0.13795118141000373,0.14407596861620126,247219.64958749438,2.7138514980460267e-05,18,36848,111634,8.222056019021092e-05,20,0.008630312643864272,1,1.0,1.0,3,0,0,4,6.059161962657403,906,"[1.0, 2.0, 3.0, 3.0, 4.0, 4.0, 5.0, 6.0, 7.0, 10.0, 906.0]",3.0295809813287016,"[0.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 3.0, 4.0, 5.0, 516.0]",3.0295809813287016,"[0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0, 390.0]",0,8.244566245664535,-0.08644093503102203,14.536772687798523,0.0,20.0,"[0.0, 13.0, 14.0, 14.0, 14.0, 15.0, 15.0, 15.0, 15.0, 16.0, 20.0]",0.008033803083913563,1449151,3,0.0,46617,6.598931821065938e-05,0.0,1.0,0.011844820226490284,0.0,1.0,0.11490843998702692,0.21443120184361833,0.1381168808564916,0.002051566939071862,1.0987654320987654,0.4881325978125084,7,1,3.4511506730351713,906.0,1.0,6.059161962657403,2.993632024136936
WN18,0,TransE,harmonic_centrality,0.1,0.8523510971786834,0.831765935214211,0.7998432601880878,0.40240334378265413,0.604986310005188,1272.3333740234375,0.8594803370786517,0.8414325842696629,0.8091994382022472,0.3631320224719101,1256.418701171875,0.588053286075592,0.07926647224277258,0.06916253088593294,0.0005409179773181173,2536.5285227298737,0.07926647224277258,0.06916253088593294,0.0005409179773181173,0.08491969108581543,0.07926647224277258,0.06916253088593294,0.0005409179773181173,5.984415531158447,0.07926647224277258,0.06916253088593294,0.0005409179773181173,5.675152540206909,True,0.7759197785466754,2.442419949686149e-05,5.9088488874777125,135528.18369440423,0.13795118141000373,0.07687285673700635,342652.2843191399,2.906554279901177e-05,18,34405,77829,6.575230003791092e-05,43,0.024446438263605045,481,0.9586687981398052,0.97774608436444,3,0,0,4,4.5242842610085745,338,"[1.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 5.0, 6.0, 8.0, 338.0]",2.2621421305042873,"[0.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 3.0, 4.0, 201.0]",2.2621421305042873,"[0.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 3.0, 4.0, 137.0]",0,14.985453557514248,-0.07222879546500784,28.68498764714431,0.0,43.0,"[0.0, 5.0, 29.0, 30.0, 31.0, 32.0, 32.0, 33.0, 34.0, 35.0, 43.0]",0.0042772676211386305,266423,3,0.0,31784,6.704904482854126e-05,0.0,1.0,0.0050744606389747406,0.0,1.0,0.046420438391794015,1.0,0.10809416337475077,0.0,1.2345679012345678,0.6031495995170113,7,1,2.770498474059003,338.0,1.0,4.5242842610085745,2.841503882078539
WN18,0,TransE,harmonic_centrality,-0.15,0.867481274116668,0.848490580313233,0.8228417946583945,0.32507376863130816,0.5763270854949951,433.4214172363281,0.866432584269663,0.8466994382022472,0.8200140449438202,0.3479634831460674,414.6788024902344,0.5861238837242126,0.09936580001562834,0.08799315122769258,0.0006800894839973807,3179.708391189575,0.09936580001562834,0.08799315122769258,0.0006800894839973807,0.08928871154785156,0.09936580001562834,0.08799315122769258,0.0006800894839973807,6.676666021347046,0.09936580001562834,0.08799315122769258,0.0006800894839973807,5.919013977050781,True,0.8984539531804183,2.442419949686149e-05,5.9088488874777125,135528.18369440423,0.13795118141000373,0.14646499815736289,229929.28424470572,2.873480647107842e-05,18,34801,106224,8.771051961447799e-05,19,0.008279526729145172,1,1.0,1.0,3,0,0,4,6.104652165167668,906,"[1.0, 2.0, 3.0, 3.0, 4.0, 4.0, 5.0, 6.0, 7.0, 10.0, 906.0]",3.052326082583834,"[0.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 3.0, 4.0, 5.0, 516.0]",3.052326082583834,"[0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0, 390.0]",0,8.114991203035741,-0.08955335449186948,14.26300968362978,0.0,19.0,"[0.0, 13.0, 14.0, 14.0, 14.0, 14.0, 15.0, 15.0, 15.0, 15.0, 19.0]",0.008441674671826195,1429467,3,0.0,44346,6.97548946546551e-05,0.0,1.0,0.012540658961415355,0.0,1.0,0.11759577466216559,0.21751495415309802,0.14036820623968022,0.002051566939071862,1.0987654320987654,0.4835306395831288,7,1,3.47268756644924,906.0,1.0,6.104652165167668,3.0064794448818057
WN18,0,TransE,harmonic_centrality,-0.2,0.8696889530222863,0.8513708513708513,0.8252765752765753,0.31669873336540005,0.5733908414840698,401.98187255859375,0.866432584269663,0.8474719101123596,0.821558988764045,0.35997191011235957,401.8649597167969,0.5932541489601135,0.10063135517388583,0.08403127833605595,0.0006561313002642601,3220.205305814743,0.10063135517388583,0.08403127833605595,0.0006561313002642601,0.11550283432006836,0.10063135517388583,0.08403127833605595,0.0006561313002642601,6.254695415496826,0.10063135517388583,0.08403127833605595,0.0006561313002642601,5.979047536849976,True,0.8615970952326552,2.442419949686149e-05,5.9088488874777125,135528.18369440423,0.13795118141000373,0.14879558976401086,212565.6433718018,3.053062221408072e-05,18,32754,100334,9.352607239726361e-05,19,0.007965644856022712,1,1.0,1.0,3,0,0,4,6.12651889845515,906,"[1.0, 2.0, 3.0, 3.0, 4.0, 4.0, 5.0, 6.0, 7.0, 10.0, 906.0]",3.063259449227575,"[0.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0, 516.0]",3.063259449227575,"[0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0, 390.0]",0,7.990032404413896,-0.09442728697743547,13.95744031263357,0.0,19.0,"[0.0, 13.0, 13.0, 14.0, 14.0, 14.0, 14.0, 14.0, 15.0, 15.0, 19.0]",0.008936582396268636,1412682,3,0.0,41887,7.39194429909372e-05,0.0,1.0,0.013324000768716152,0.0,1.0,0.11931789203721649,0.22086232939526354,0.14258057901353305,0.002051566939071862,1.0987654320987654,0.48415349131024743,7,1,3.47792636013922,906.0,1.0,6.12651889845515,3.017419935723873
WN18,0,TransE,pagerank,0.01,0.8416498809741806,0.8171122505035707,0.7841512543490203,0.3353323567112251,0.5630772709846497,1171.3436279296875,0.8837690913797567,0.858788506342221,0.8301837949779963,0.35154025368884284,770.8341674804688,0.5926176905632019,0.08774405734241009,0.07186599693727658,0.0005952428023283621,2807.806694507599,0.08774405734241009,0.07186599693727658,0.0005952428023283621,0.12671422958374023,0.08774405734241009,0.07186599693727658,0.0005952428023283621,5.924751043319702,0.08774405734241009,0.07186599693727658,0.0005952428023283621,4.805616140365601,True,0.844332363055725,2.442419949686149e-05,5.9088488874777125,135528.18369440423,0.13795118141000373,0.0826968863865087,307677.96270190907,2.6698705112802023e-05,18,37455,87735,6.254100745105159e-05,45,0.0370375701741759,711,0.9409691629955947,0.9692597025132501,3,0,0,4,4.684821786143372,39,"[1.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0, 5.0, 6.0, 9.0, 39.0]",2.342410893071686,"[0.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 3.0, 3.0, 5.0, 20.0]",2.342410893071686,"[0.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 21.0]",0,12.958859495242024,-0.13057284033884087,26.049686290214925,0.0,45.0,"[0.0, 3.0, 27.0, 28.0, 28.0, 29.0, 29.0, 30.0, 31.0, 32.0, 45.0]",0.00038199319796176483,203264,3,0.0,35780,0.0005684063797476572,0.0,1.0,0.0005772080946905743,0.0,1.0,0.04103214299020156,1.0,0.1284163876549178,0.0,1.2569444444444442,0.5849440972122871,6,1,2.842904819116273,39.0,1.0,4.684821786143372,2.746838548284952
WN18,0,TransE,pagerank,0.03,0.843532280538783,0.8203669298653042,0.7835578262888993,0.36199489084997677,0.575183093547821,1749.5609130859375,0.8838985244628527,0.86176546725343,0.8291483303132281,0.3805332643023557,1245.86767578125,0.605427086353302,0.06562274637073279,0.05973606556661082,0.0004368997167941141,2099.9195473194122,0.06562274637073279,0.05973606556661082,0.0004368997167941141,0.09313440322875977,0.06562274637073279,0.05973606556661082,0.0004368997167941141,4.953451633453369,0.06562274637073279,0.05973606556661082,0.0004368997167941141,4.249870300292969,True,0.7447747589326021,2.442419949686149e-05,5.9088488874777125,135528.18369440423,0.13795118141000373,0.05135413520954796,269098.6883124455,2.914602156805596e-05,18,34310,70074,5.952893746130617e-05,68,0.045277481789438745,1596,0.8320023316817254,0.8928846647829437,3,0,0,4,4.084756630719907,21,"[1.0, 1.0, 2.0, 2.0, 3.0, 3.0, 4.0, 5.0, 6.0, 8.0, 21.0]",2.0423783153599535,"[0.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 3.0, 4.0, 12.0]",2.0423783153599535,"[0.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 3.0, 4.0, 12.0]",0,17.28227487722628,-0.07283546685826871,27.486767706208102,0.0,68.0,"[0.0, 1.0, 3.0, 33.0, 34.0, 35.0, 36.0, 37.0, 38.0, 40.0, 68.0]",0.00024016538594310444,111038,3,0.0,28342,0.000594530986009988,0.0,1.0,0.0007350980421305786,0.0,1.0,0.03134636164773476,1.0,0.17423288234107112,0.0,1.3888888888888886,0.6250112355296789,5,1,2.6080734479743515,21.0,1.0,4.084756630719907,2.7159609389141512
WN18,0,TransE,pagerank,-0.05,0.8521792466445375,0.8317578294126137,0.8023163515658825,0.30812527060181844,0.5586712956428528,573.90576171875,0.8805332643023557,0.8567175770126845,0.8307015273103805,0.32746570023297955,497.6265869140625,0.5810268521308899,0.10870267994701863,0.10356345479515028,0.000737172071859837,3478.4834599494934,0.10870267994701863,0.10356345479515028,0.000737172071859837,0.27030038833618164,0.10870267994701863,0.10356345479515028,0.000737172071859837,6.778921365737915,0.10870267994701863,0.10356345479515028,0.000737172071859837,5.186253309249878,True,0.9838214582411369,2.442419949686149e-05,5.9088488874777125,135528.18369440423,0.13795118141000373,0.1387249603531639,280699.42718296795,2.5712228735986834e-05,18,38892,118585,7.840077767753463e-05,23,0.009640813878548768,22,0.9988172374781447,0.9995783615128389,3,0,0,4,6.098169289313998,841,"[1.0, 2.0, 3.0, 3.0, 4.0, 4.0, 5.0, 6.0, 7.0, 10.0, 841.0]",3.049084644656999,"[0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 5.0, 466.0]",3.049084644656999,"[0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 5.0, 375.0]",0,8.56568477755032,-0.08047915428958247,17.329605060166614,0.0,23.0,"[0.0, 16.0, 16.0, 17.0, 17.0, 17.0, 18.0, 18.0, 18.0, 19.0, 23.0]",0.007013736672189681,1355123,3,0.0,50377,6.705271175202763e-05,0.0,1.0,0.010045539091419677,0.0,1.0,0.08118280918225744,1.0,0.13407564618609885,0.002246631819602099,1.0987654320987654,0.47804613752852865,7,1,3.4932633960711716,841.0,1.0,6.098169289313998,2.965324675637564
