model,dataset,phase,metric,root_mean_squared_error,mean_absolute_error,mean_squared_error,max_error,r2
TransE,Split_0,training,results_min_hits_at_1,0.006527745228735153,0.003977198946107053,4.495385193035801e-05,0.02755331314626484,0.9981515714892171
TransE,Split_0,testing,results_min_hits_at_1,0.006710418786898539,0.00394969712252742,4.502972029556086e-05,0.03869462276580388,0.9984746294091857
