name,order,size,max_degree,mean_degree,diameter,girth,radius,average_path_length,clique_number,len_maximal_cliques,len_largest_cliques,motifs_randesu_no,num_farthest_points,mincut_value,len_feedback_arc_set,assortativity_degree,density,transitivity_undirected,reciprocity,min_diversity,max_diversity,mean_diversity,mean_authority_score,mean_hub_score,min_closeness,min_constraint,max_constraint,mean_constraint,max_coreness,mean_coreness,min_eccentricity,max_eccentricity,mean_eccentricity,max_strength,mean_strength,connected_components_strong,connected_components_weak
WN18RR,1.9073486328125e-06,0.0,0.0005891323089599609,0,46.252825021743774,0.0010502338409423828,45.74066495895386,49.250319957733154,0.12148094177246094,0.12836503982543945,0.11733698844909668,0.013158082962036133,46.14516806602478,0.0034110546112060547,0.006175994873046875,0.0003058910369873047,0.000225067138671875,0.004900932312011719,1.9073486328125e-06,0.00027632713317871094,0,0,0.10343599319458008,0.1034553050994873,45.24945592880249,0.01724696159362793,0,0,0.0019729137420654297,0,43.47208285331726,0,0,0.0005869865417480469,0,0.0032529830932617188,0.0030100345611572266
WN18,1.1920928955078125e-06,0.0,0.00036907196044921875,0,49.15953826904297,3.719329833984375e-05,44.97972512245178,48.4967827796936,0.11624598503112793,0.12583112716674805,0.11844491958618164,0.017904996871948242,48.561570167541504,0.002257823944091797,0.006471872329711914,0.0003528594970703125,9.5367431640625e-07,0.005238056182861328,9.5367431640625e-07,0.00039505958557128906,0,0,0.1031332015991211,0.10334277153015137,47.98303508758545,0.03779196739196777,0,0,0.0025229454040527344,0,44.09816598892212,0,0,0.0006551742553710938,0,0.0034999847412109375,0.0030930042266845703
FB15k,1.1920928955078125e-06,0.0,0.00020885467529296875,0,11.000619173049927,2.47955322265625e-05,9.498199939727783,10.781596899032593,0.2469799518585205,0.2851390838623047,0.24549293518066406,1.054337978363037,11.033921241760254,0.0031948089599609375,0.009099006652832031,0.00044989585876464844,9.5367431640625e-07,0.018966197967529297,1.9073486328125e-06,0.0002617835998535156,0,0,0.06004190444946289,0.05898094177246094,11.739947080612183,1.328132152557373,0,0,0.005088090896606445,0,9.521384954452515,0,0,0.000324249267578125,0,0.0030510425567626953,0.0023767948150634766
FB15k237,1.9073486328125e-06,1.1920928955078125e-06,0.00023889541625976562,0,8.148671865463257,1.5735626220703125e-05,8.235931873321533,8.019345045089722,0.19111299514770508,0.22510981559753418,0.19069314002990723,0.6216540336608887,8.123492002487183,0.0016350746154785156,0.005465984344482422,0.00033164024353027344,9.5367431640625e-07,0.013358831405639648,9.5367431640625e-07,0.00014925003051757812,0,0,0.0281832218170166,0.02769303321838379,8.409053802490234,0.4349212646484375,0,0,0.0031158924102783203,0,8.297259092330933,0,0,0.00022482872009277344,0,0.002084016799926758,0.001516103744506836
YAGO310,9.5367431640625e-07,0.0,0.0011730194091796875,0,523.5213639736176,0.0003561973571777344,511.4217553138733,521.6228938102722,3.173232078552246,3.140627145767212,3.1177189350128174,21.36709189414978,519.1537380218506,0.011289119720458984,0.02757716178894043,0.0015223026275634766,1.9073486328125e-06,0.03389596939086914,1.9073486328125e-06,0.0008180141448974609,0,0,0.1868877410888672,0.19879412651062012,531.7444779872894,7.811815023422241,0,0,0.02182912826538086,0,506.55706214904785,0,0,0.0014929771423339844,0,0.014227867126464844,0.013195037841796875
